loss,val_loss,sparse_categorical_accuracy,val_sparse_categorical_accuracy
0.399771511554718,0.5541905760765076,0.8246874809265137,0.7875000238418579
0.3923221230506897,0.3439790606498718,0.8378124833106995,0.8609374761581421
0.39477625489234924,0.5120540857315063,0.8384374976158142,0.790234386920929
0.3917481601238251,0.42809945344924927,0.8415625095367432,0.8343750238418579
0.39720818400382996,0.43539828062057495,0.8356249928474426,0.82421875
0.38109642267227173,0.48326820135116577,0.8384374976158142,0.803906261920929
0.35882946848869324,0.3342756927013397,0.8540624976158142,0.8667968511581421
0.3681005835533142,0.5398259162902832,0.8478124737739563,0.7984374761581421
0.37303847074508667,0.348548948764801,0.8525000214576721,0.859375
0.37755560874938965,0.36341017484664917,0.8453124761581421,0.850390613079071
0.3908039927482605,0.35247960686683655,0.8428124785423279,0.857421875
0.35740479826927185,0.3234577476978302,0.8540624976158142,0.866406261920929
0.3580654263496399,0.4030788540840149,0.8509374856948853,0.8316406011581421
0.36911171674728394,0.30427977442741394,0.8487499952316284,0.8785156011581421
0.3397637605667114,0.4046253263950348,0.8671875,0.846484363079071
0.35409078001976013,0.44046491384506226,0.8596875071525574,0.8285156488418579
0.36982086300849915,0.4129348695278168,0.8537499904632568,0.836718738079071
0.3812313377857208,0.3714199960231781,0.8403124809265137,0.8500000238418579
0.35161471366882324,0.3593719005584717,0.8590624928474426,0.8578125238418579
0.3614472448825836,0.3589300513267517,0.8515625,0.857421875
0.34763631224632263,0.5014446377754211,0.8600000143051147,0.8265625238418579
0.36201515793800354,0.3377663493156433,0.8528125286102295,0.8675781488418579
0.3443690836429596,0.43802928924560547,0.8550000190734863,0.8265625238418579
0.3888684809207916,0.3875643312931061,0.8384374976158142,0.8480468988418579
0.3465653657913208,0.49844130873680115,0.8584374785423279,0.791796863079071
0.36679747700691223,0.34890690445899963,0.859375,0.854296863079071
0.34466326236724854,0.3641275465488434,0.864062488079071,0.8539062738418579
0.33509835600852966,0.3365015387535095,0.8700000047683716,0.87109375
0.33767566084861755,0.32119041681289673,0.8609374761581421,0.8726562261581421
0.34057503938674927,0.4169577956199646,0.8675000071525574,0.836718738079071
0.3420955240726471,0.3514593243598938,0.8665624856948853,0.864453136920929
0.3381366729736328,0.3820842206478119,0.8618749976158142,0.849609375
0.33313074707984924,0.35612738132476807,0.8671875,0.8609374761581421
0.3360894024372101,0.4639988839626312,0.8650000095367432,0.828906238079071
0.3267463743686676,0.3120740056037903,0.8693749904632568,0.870312511920929
0.3176860809326172,0.3685489296913147,0.8725000023841858,0.848437488079071
0.35709625482559204,0.3072768747806549,0.854858934879303,0.870312511920929
0.33185115456581116,0.3546959459781647,0.864062488079071,0.853515625
0.3322635591030121,0.34596168994903564,0.8725000023841858,0.868359386920929
0.3167489767074585,0.3924912214279175,0.8700000047683716,0.844531238079071
0.31148871779441833,0.44480186700820923,0.8740624785423279,0.8363281488418579
0.31427276134490967,0.29541096091270447,0.8762500286102295,0.88671875
0.3176628053188324,0.38383448123931885,0.8752350807189941,0.859375
0.328440397977829,0.32603639364242554,0.8606250286102295,0.8773437738418579
0.33993685245513916,0.2986195683479309,0.8628125190734863,0.881640613079071
0.3388109505176544,0.3640325665473938,0.8668749928474426,0.860546886920929
0.3420659303665161,0.32339292764663696,0.862500011920929,0.870312511920929
0.3051545321941376,0.32389649748802185,0.8831250071525574,0.873046875
0.31994831562042236,0.3274575471878052,0.8746874928474426,0.8785156011581421
0.29876792430877686,0.30495738983154297,0.8815624713897705,0.875781238079071
0.3178764879703522,0.2894166111946106,0.8693749904632568,0.882031261920929
0.3057602643966675,0.34865501523017883,0.8683385848999023,0.8628906011581421
0.31437402963638306,0.35925862193107605,0.875,0.858593761920929
0.30762848258018494,0.34180623292922974,0.871874988079071,0.866406261920929
0.306828111410141,0.37186238169670105,0.878125011920929,0.8687499761581421
0.3145226240158081,0.3308562636375427,0.8731250166893005,0.8671875
0.2862957715988159,0.26874035596847534,0.8803125023841858,0.895703136920929
0.33811938762664795,0.30539897084236145,0.8584374785423279,0.8785156011581421
0.2896054685115814,0.33161604404449463,0.8756250143051147,0.8734375238418579
0.29342156648635864,0.36334723234176636,0.8834375143051147,0.8570312261581421
0.27621784806251526,0.3093448281288147,0.8853124976158142,0.883984386920929
0.3179553151130676,0.3479008078575134,0.8693749904632568,0.8617187738418579
0.30614954233169556,0.3585277199745178,0.879687488079071,0.8628906011581421
0.29406455159187317,0.3041743338108063,0.8799999952316284,0.8765624761581421
0.26386773586273193,0.26899224519729614,0.8956249952316284,0.892578125
0.2758481204509735,0.3440393805503845,0.8949999809265137,0.875
0.29652735590934753,0.28221988677978516,0.8815624713897705,0.887890636920929
0.3082757890224457,0.2777162194252014,0.8762500286102295,0.891406238079071
0.2826525568962097,0.3709023892879486,0.8878124952316284,0.856640636920929
0.30705761909484863,0.3199394643306732,0.8806250095367432,0.88671875
0.2860053777694702,0.33344078063964844,0.890625,0.8828125
0.264487087726593,0.351126492023468,0.8918495178222656,0.8667968511581421
0.2775590419769287,0.3105018734931946,0.8949999809265137,0.887890636920929
0.29457512497901917,0.2869977355003357,0.8818749785423279,0.8980468511581421
0.30923590064048767,0.35959962010383606,0.8756250143051147,0.8589843511581421
0.29943811893463135,0.3539086580276489,0.8880877494812012,0.880859375
0.27927449345588684,0.26848697662353516,0.8818181753158569,0.8949218988418579
0.2725706398487091,0.26884108781814575,0.8924999833106995,0.8960937261581421
0.29761311411857605,0.3575180172920227,0.8824999928474426,0.8753906488418579
0.2873515188694,0.30405062437057495,0.8856250047683716,0.876171886920929
